Close,High,Low,Open,Volume
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
28.11940574645996,28.331894414178297,27.428814198950363,27.428814198950363,212976.0
27.73868560791016,28.606351223804324,27.535051261351068,28.154811257587266,153576.0
25.82629776000977,27.800675890570268,25.30392621070466,27.800675890570268,822776.0
25.82629776000977,25.82629776000977,25.82629776000977,25.82629776000977,0.0
25.764310836791992,26.91529379513665,25.321625083582507,25.69348219705424,811856.0
25.126848220825195,25.976805608624662,24.887799478654756,25.976805608624662,205880.0
25.82629776000977,27.428818635461624,25.13570610079949,25.30392621070466,3773624.0
27.092374801635746,27.765257853436932,25.870562901161534,27.25174063145757,3011064.0
28.26108169555664,29.44747990278128,27.84495568091579,27.98661577325788,6732480.0
29.960962295532227,30.89945635264793,28.16365975464935,28.50895399871815,4841672.0
29.85472679138184,30.633852597478405,29.61567541577031,30.439069794984626,2576912.0
29.11101531982422,31.342152694076677,28.863112367991512,30.102632531034093,3694224.0
29.137575149536133,29.46516096700476,28.53552093845399,29.02247523912344,1674960.0
29.137575149536133,29.65994376804824,28.863109457861867,28.960500858383607,1236544.0
31.20050430297852,31.96192465509464,29.21727184537737,29.226126104506505,3762384.0
31.51924514770508,32.56398309148741,31.200510667620968,31.696319558647243,2389568.0
30.040668487548828,31.82912086593833,29.748496831586312,31.69631507651161,986784.0
30.69584083557129,30.988012443548644,29.31466031198507,29.65995476739656,1449856.0
30.50992584228516,31.776006978041146,30.102654099375897,31.634346888949903,1061360.0
29.376628875732425,30.633857639999626,29.04904300190204,30.633857639999626,907472.0
28.99591827392578,30.23543844441421,27.977740991024568,27.977740991024568,880848.0
28.99591827392578,28.99591827392578,28.99591827392578,28.99591827392578,0.0
29.730772018432617,30.244289077283486,29.15528057964508,29.15528057964508,635936.0
29.88129425048828,30.61615166535394,29.67765984452019,30.09378291365932,781968.0
29.03133201599121,29.90784929295053,28.783429067618297,28.836551899966636,338264.0
28.46469497680664,29.465163735029016,28.243352092072527,29.30579793879626,288592.0
29.29693984985352,29.482868389091475,28.880816902161968,28.978205597151184,462952.0
28.393871307373047,29.217265902017544,28.154819869216908,29.128728732617493,315432.0
28.15481376647949,29.093308099083355,27.80066516564327,28.15481376647949,490848.0
27.69442749023437,28.101699039019625,27.03039867219544,27.14549862181963,501072.0
27.225175857543945,27.96003318202864,27.1100786338814,27.88920453699624,248504.0
26.304386138916016,27.12778050097544,26.012211941262603,27.12778050097544,267912.0
26.508026123046875,26.7382232877666,25.498703002903248,25.69348584272912,379544.0
26.924152374267575,27.349129684818905,26.738223787673927,27.056958121557347,178136.0
27.25172615051269,27.623583158420743,26.835603281789417,26.835603281789417,206288.0
26.260128021240234,27.251742812030013,25.69349061194032,26.835619688892084,202232.0
26.038789749145508,26.73823305353526,25.587249511495664,26.384084271369236,240192.0
26.038789749145508,26.038789749145508,26.038789749145508,26.038789749145508,0.0
26.73822021484375,28.15481466331229,26.38407160272661,26.38407160272661,673264.0
26.57000732421875,27.17205904627522,26.295541535480574,27.092376127464835,258296.0
26.454914093017575,26.915308610553403,26.224719536190563,26.747088472125625,110976.0
27.17207145690918,27.4288288467658,26.38409076309757,26.534605113328062,227352.0
