Price,Close,High,Low,Open,Volume
Ticker,TCS.NS,TCS.NS,TCS.NS,TCS.NS,TCS.NS
Date,,,,,
2002-10-02,26.227663040161133,26.227663040161133,26.227663040161133,26.227663040161133,0
2002-10-03,26.93217658996582,28.35904687287792,26.575459019237798,26.575459019237798,673264
2002-10-04,26.762739181518555,27.36915802870098,26.48628249000857,27.28889711091792,258296
2002-10-07,26.646808624267578,27.11054267977438,26.41494431805399,26.941102332333752,110976
2002-10-08,27.369155883789062,27.6277755859507,26.57545980962162,26.727065870305594,227352
2002-10-09,26.673559188842773,27.904233825050124,26.441692203626218,27.467255307645445,277040
2002-10-10,26.70033073425293,27.467274661980102,26.138501204783466,27.467274661980102,173224
2002-10-11,27.26215171813965,27.779391302246,27.190806544150423,27.4494263362036,192536
2002-10-14,27.06594467163086,27.823969481215247,26.807324986786334,27.77046130328973,152744
2002-10-15,27.06594467163086,27.06594467163086,27.06594467163086,27.06594467163086,0
2002-10-16,27.11945343017578,30.517188781953404,26.950013131066463,30.517188781953404,247760
2002-10-17,27.11945343017578,27.288893729285103,26.771654348522116,27.288893729285103,144512
2002-10-18,27.69019317626953,28.483888990315496,27.315638750004197,27.645603493215955,512312
2002-10-21,28.118267059326172,29.063569355515433,28.002334914220725,28.34121558571328,646296
2002-10-22,27.101613998413086,28.359043845295258,26.932173714714366,28.359043845295258,229384
2002-10-23,26.97677230834961,27.609946682043606,26.77166074800944,27.28890025241316,153320
2002-10-24,26.504114151000977,27.360234064614126,26.325755382075098,27.271054680151185,168744
2002-10-25,25.960124969482422,26.459530174666217,25.879864050435252,26.040385888529595,172296
2002-10-28,25.57666015625,26.040394293936217,25.362630062525707,25.772855996395776,134504
2002-10-29,25.799589157104492,26.004703329139616,25.36261081373835,25.505298341776214,143024
2002-10-30,26.2365779876709,26.709227672559678,25.862023455900857,26.040382238355345,164320
2002-10-31,26.646808624267578,26.753825012935245,26.25441973505249,26.397107346096107,118928
2002-11-01,26.370338439941406,27.21754237919605,26.22765091639089,26.771645569062027,108792
2002-11-04,26.566539764404297,26.753817027907452,26.361428255805944,26.753817027907452,56560
2002-11-05,26.28117561340332,26.628974799827176,26.111732541712332,26.316846836349892,70288
2002-11-06,26.28117561340332,26.28117561340332,26.28117561340332,26.28117561340332,0
2002-11-07,27.092693328857422,28.180682804217973,26.753812788814532,26.753812788814532,204880
2002-11-08,26.620054244995117,26.923263698787633,26.414942687837144,26.575464539392108,77664
2002-11-11,26.218730926513672,26.753807067871094,26.16522276807033,26.753807067871094,66568
2002-11-12,26.352510452270508,26.753817718041127,26.04038257889336,26.04038257889336,106864
2002-11-13,26.129573822021484,26.55763401103575,25.98688618516996,26.48629155338014,106264
2002-11-14,26.48628807067871,27.039201570197747,26.138488872644455,26.539796267654737,211856
2002-11-15,27.05702781677246,27.22646812245162,26.75381841899831,27.074864784334117,154144
2002-11-18,27.333494186401367,27.636703691795677,26.994613454761865,27.288904473209847,217672
2002-11-19,27.333494186401367,27.333494186401367,27.333494186401367,27.333494186401367,0
2002-11-20,28.234193801879883,28.448223781318713,27.288891777691305,27.288891777691305,406128
2002-11-21,30.677715301513672,31.908390001156285,28.760358095169067,28.760358095169067,2664024
2002-11-22,30.205062866210938,32.22943354610528,29.527298904395792,29.527298904395792,1184016
2002-11-25,30.151559829711914,30.820405421668525,29.785923695134365,30.499358993221414,428920
2002-11-26,29.973201751708984,30.998765018252012,29.803761408501128,30.410180338362846,367496
2002-11-27,29.34002113342285,30.499353275472995,29.17058082620028,30.499353275472995,301128
2002-11-28,30.53502082824707,31.19494773182746,29.61647425291017,29.625392735702913,447680
2002-11-29,30.53502082824707,30.53502082824707,30.53502082824707,30.53502082824707,0
2002-12-02,33.807926177978516,34.95834040727724,31.730043597376756,32.01541889339931,1388680
2002-12-03,35.743106842041016,37.401844431035116,33.3709366865495,34.601611469797575,4082608
2002-12-04,34.54810333251953,36.518968863089434,34.07545354207709,35.11885101952729,2594928
2002-12-05,35.42205810546875,36.46545543301141,34.33406835722161,34.33406835722161,1720264
2002-12-06,36.34953308105469,36.86677264188209,35.413149146717494,36.02848661640251,1139968
2002-12-09,34.601593017578125,36.9024195059049,34.26271252509341,36.20682155963072,975768
2002-12-10,35.39530944824219,36.02848384225311,33.727656012230085,33.977357286877314,837808
2002-12-11,37.062950134277344,38.516572910716036,36.206827559017476,36.385186315465845,3286400
2002-12-12,37.366172790527344,38.525505120543706,37.09863456052357,37.09863456052357,2568024
2002-12-13,37.517799377441406,38.29365903549078,37.29485073060979,37.812090502642704,1112288
2002-12-16,35.90362548828125,38.293632220079104,35.689595481507276,37.99042281702104,1231456
2002-12-17,35.24369812011719,36.58138904995657,34.886980538826684,36.58138904995657,855656
2002-12-18,34.913726806640625,36.18899083510041,34.67294139522074,35.63608031936161,618096
2002-12-19,37.86556625366211,38.793031284901424,35.22585599433578,35.618244731990245,3770256
2002-12-20,38.177703857421875,39.20326701579798,37.4553501319969,38.347144182758726,2952072
2002-12-23,36.82217025756836,38.35605688213038,36.563550566164274,38.34713839866009,1277744
2002-12-24,38.33822250366211,38.52549978302633,36.786501528931396,36.920270625400235,1729840
2002-12-25,38.33822250366211,38.33822250366211,38.33822250366211,38.33822250366211,0
2002-12-26,39.426204681396484,39.9166912743709,37.99041611038182,38.63250873889109,2894448
2002-12-27,38.534427642822266,39.863200446738915,38.37390305507924,39.70267858053579,956984
2002-12-30,40.77281951904297,41.18304254911696,37.64262228421022,38.52549772953764,4253744
2002-12-31,42.88636016845703,43.58196091462522,39.95235932484633,41.040348770075845,9998480
2003-01-01,43.58197784423828,44.21514946476584,42.797197419725684,42.797197419725684,6027072
2003-01-02,41.5932731628418,44.892911085578795,41.31681646825054,43.89410340134962,5325328
2003-01-03,42.10158920288086,43.5552121242944,41.73595317138784,42.80610581680804,4198040
2003-01-06,40.85308837890625,42.93988603440099,40.5766316628296,42.75260872857232,4121520
2003-01-07,40.38044738769531,41.73597589866115,39.9969769028836,41.37925815593755,2650800
2003-01-08,41.82514572143555,42.199700353825506,40.61230513062115,40.915514597939804,2648456
2003-01-09,42.23536682128906,42.91313084470392,41.70029039041515,42.092679228748125,2630400
2003-01-10,39.64916229248047,42.80611254863439,39.426213789623,42.80611254863439,1702816
2003-01-13,40.05046844482422,40.48744695353915,38.7038589820176,40.112892390903916,2421496
2003-01-14,40.58554458618164,41.82513767444256,40.309087907991554,40.4696097358236,2239360
2003-01-15,41.39706802368164,41.82512794602767,40.68363300541251,40.91549720911909,2759760
2003-01-16,41.98566436767578,42.948803610896775,41.04036481628234,41.70921037898877,2842656
2003-01-17,41.04035186767578,42.092667465702874,40.86199310722789,41.46841180413524,1284144
2003-01-20,39.72941589355469,41.00468000646066,39.43512501258834,40.844158202576985,928872
2003-01-21,38.69493865966797,40.35367593869336,38.52549835473045,39.7829283592274,1147240
2003-01-22,38.86438751220703,39.77401862314599,38.5790150204805,39.02491209024671,1081352
2003-01-23,37.437522888183594,38.86439374008639,36.93812026724975,38.347154144887696,1001872
2003-01-24,36.099822998046875,38.15094936660726,35.59150200919694,37.544530485387824,1436848
2003-01-27,33.584964752197266,35.653925332823846,33.0142170996637,34.2448918104873,916832
2003-01-28,35.930381774902344,36.20683847505425,32.99637989105929,34.342989452542845,2043224
2003-01-29,34.913726806640625,36.56354531474497,34.63727018800189,36.04630600622502,1370440
2003-01-30,35.44880676269531,36.456532759409185,34.79779831831045,34.79779831831045,1203464
2003-01-31,34.592681884765625,35.75201385583537,34.369733428790674,34.77995913209234,1083040
2003-02-03,37.232418060302734,37.43752969393485,34.69080389331201,34.824573059995735,1566808
2003-02-04,36.06414794921875,38.150945314773715,35.680677627047686,37.27698830438704,1311144
2003-02-05,35.39530944824219,36.02848384225311,34.8423987053691,35.49340734954638,845080
2003-02-06,36.108741760253906,36.3138560316081,35.04750734920423,35.44881468526383,946624
2003-02-07,35.76095199584961,37.03621677641218,35.359644554499674,35.769870483298774,1023440
2003-02-10,34.574859619140625,35.83228716922482,34.45892474894653,35.31504766078875,449688
2003-02-11,34.26273727416992,35.48449380298994,34.06654144425188,34.601618011439086,701960
2003-02-12,33.807926177978516,34.779981527648275,33.54930634682462,34.61945962459841,459064
2003-02-13,33.807926177978516,33.807926177978516,33.807926177978516,33.807926177978516,0
2003-02-14,32.09566879272461,34.13787671693029,31.792459346074175,32.55940280868851,790336
2003-02-17,34.137874603271484,34.24489097618784,32.66641444413841,32.99637932601432,795272
2003-02-18,33.932769775390625,34.958333119456306,33.76332941937472,34.6729578829264,819688
2003-02-19,33.95061111450195,34.574867143346715,33.82575773150076,34.42326101915401,455960
2003-02-20,33.843597412109375,34.05762752337192,32.69318318272522,33.10340915021041,542944
2003-02-21,33.255001068115234,34.209221832925564,33.12123195463003,33.88817541625314,494544
2003-02-24,33.46013259887695,34.05763331434987,33.174757254309505,34.05763331434987,326488
2003-02-25,32.67534255981445,33.53146563086806,32.38105152986175,32.38105152986175,264440
2003-02-26,32.104583740234375,33.49578291328572,31.854882510870485,33.01421470149006,422312
2003-02-27,32.595062255859375,33.139056999238896,31.89054572268067,31.926216929131755,280480
2003-02-28,34.28055191040039,34.60159821130787,32.85368188106811,33.807902301799515,694688
2003-03-03,33.906005859375,34.94940311077004,33.01421194115408,33.01421194115408,500896
2003-03-04,33.05880355834961,33.531453273860144,32.81801809782056,33.531453273860144,255760
2003-03-05,33.19256591796875,33.5314464692016,32.059986717228654,32.69316085177929,471552
2003-03-06,32.29186248779297,33.460113215640355,32.104585196505475,33.460113215640355,265080
2003-03-07,31.391164779663086,32.80019892831577,31.25739561156793,32.80019892831577,518664
2003-03-10,29.2686710357666,31.569497749212466,28.804937211852053,31.275206909657225,346400
2003-03-11,29.973201751708984,30.998765018252012,28.234203169309936,28.537412634240795,497168
2003-03-12,29.527307510375977,30.802572171125036,29.393538375827195,30.802572171125036,481872
2003-03-13,29.910764694213867,30.48151220454695,29.250837800343152,30.1158789092737,390112
2003-03-14,29.910764694213867,29.910764694213867,29.910764694213867,29.910764694213867,0
2003-03-17,29.821596145629883,30.67771908295041,28.733608904100283,29.090326567855524,373856
2003-03-18,29.821596145629883,29.821596145629883,29.821596145629883,29.821596145629883,0
2003-03-19,29.75916290283203,30.856068288039836,29.473787772246144,30.58853012369267,374256
2003-03-20,30.481523513793945,30.677719318984774,29.250848652985482,29.875104569360172,537616
2003-03-21,30.481523513793945,30.481523513793945,30.481523513793945,30.481523513793945,0
2003-03-24,29.669979095458984,31.2127811914495,29.429193694795245,30.945243066951363,328920
2003-03-25,29.241933822631836,30.30316846882879,28.62659631530252,30.30316846882879,351496
2003-03-26,29.108154296875,30.142635834313108,28.6265861030015,30.142635834313108,260264
2003-03-27,28.83169174194336,29.250835906041726,28.537400883943146,28.87628143082452,241056
2003-03-28,28.662260055541992,29.607562287337153,28.537409433577977,29.607562287337153,218000
2003-03-31,27.38698959350586,28.332291615903824,23.16880306306686,23.16880306306686,230712
2003-04-02,27.38698959350586,27.38698959350586,27.38698959350586,27.38698959350586,0
2003-04-03,27.38698959350586,27.38698959350586,27.38698959350586,27.38698959350586,0
2003-04-04,27.38698959350586,27.38698959350586,27.38698959350586,27.38698959350586,0
2003-04-07,27.38698959350586,27.38698959350586,27.38698959350586,27.38698959350586,0
2003-04-08,27.38698959350586,27.38698959350586,27.38698959350586,27.38698959350586,0
2003-04-09,27.38698959350586,27.38698959350586,27.38698959350586,27.38698959350586,0
2003-04-10,27.38698959350586,27.38698959350586,27.38698959350586,27.38698959350586,0
2003-04-11,27.38698959350586,27.38698959350586,27.38698959350586,27.38698959350586,0
2003-04-14,27.38698959350586,27.38698959350586,27.38698959350586,27.38698959350586,0
2003-04-15,27.38698959350586,27.38698959350586,27.38698959350586,27.38698959350586,0
2003-04-16,27.38698959350586,27.38698959350586,27.38698959350586,27.38698959350586,0
2003-04-17,27.38698959350586,27.38698959350586,27.38698959350586,27.38698959350586,0
2003-04-18,27.38698959350586,27.38698959350586,27.38698959350586,27.38698959350586,0
2003-04-21,27.38698959350586,27.38698959350586,27.38698959350586,27.38698959350586,0
2003-04-22,27.38698959350586,27.38698959350586,27.38698959350586,27.38698959350586,0
2003-04-23,27.38698959350586,27.38698959350586,27.38698959350586,27.38698959350586,0
2003-04-24,27.38698959350586,27.38698959350586,27.38698959350586,27.38698959350586,0
2003-04-25,27.38698959350586,27.38698959350586,27.38698959350586,27.38698959350586,0
2003-04-28,27.38698959350586,27.38698959350586,27.38698959350586,27.38698959350586,0
2003-04-29,27.38698959350586,27.38698959350586,27.38698959350586,27.38698959350586,0
2003-04-30,27.38698959350586,27.38698959350586,27.38698959350586,27.38698959350586,0
2003-05-01,27.38698959350586,27.38698959350586,27.38698959350586,27.38698959350586,0
2003-05-02,27.38698959350586,27.38698959350586,27.38698959350586,27.38698959350586,0
2003-05-05,27.38698959350586,27.38698959350586,27.38698959350586,27.38698959350586,0
2003-05-06,27.38698959350586,27.38698959350586,27.38698959350586,27.38698959350586,0
2003-05-07,27.38698959350586,27.38698959350586,27.38698959350586,27.38698959350586,0
2003-05-08,27.38698959350586,27.38698959350586,27.38698959350586,27.38698959350586,0
2003-05-09,27.38698959350586,27.38698959350586,27.38698959350586,27.38698959350586,0
2003-05-12,27.38698959350586,27.38698959350586,27.38698959350586,27.38698959350586,0
2003-05-13,27.38698959350586,27.38698959350586,27.38698959350586,27.38698959350586,0
2003-05-14,27.38698959350586,27.38698959350586,27.38698959350586,27.38698959350586,0
2003-05-15,27.38698959350586,27.38698959350586,27.38698959350586,27.38698959350586,0
2003-05-16,27.38698959350586,27.38698959350586,27.38698959350586,27.38698959350586,0
2003-05-19,27.38698959350586,27.38698959350586,27.38698959350586,27.38698959350586,0
2003-05-20,27.38698959350586,27.38698959350586,27.38698959350586,27.38698959350586,0
2003-05-21,27.38698959350586,27.38698959350586,27.38698959350586,27.38698959350586,0
2003-05-22,27.38698959350586,27.38698959350586,27.38698959350586,27.38698959350586,0
2003-05-23,27.38698959350586,27.38698959350586,27.38698959350586,27.38698959350586,0
2003-05-26,27.38698959350586,27.38698959350586,27.38698959350586,27.38698959350586,0
2003-05-27,27.38698959350586,27.38698959350586,27.38698959350586,27.38698959350586,0
2003-05-28,27.38698959350586,27.38698959350586,27.38698959350586,27.38698959350586,0
2003-05-29,27.38698959350586,27.38698959350586,27.38698959350586,27.38698959350586,0
2003-05-30,27.38698959350586,27.38698959350586,27.38698959350586,27.38698959350586,0
2003-06-02,27.38698959350586,27.38698959350586,27.38698959350586,27.38698959350586,0
2003-06-03,27.38698959350586,27.38698959350586,27.38698959350586,27.38698959350586,0
2003-06-04,27.38698959350586,27.38698959350586,27.38698959350586,27.38698959350586,0
2003-06-05,27.38698959350586,27.38698959350586,27.38698959350586,27.38698959350586,0
2003-06-06,27.38698959350586,27.38698959350586,27.38698959350586,27.38698959350586,0
2003-06-09,27.38698959350586,27.38698959350586,27.38698959350586,27.38698959350586,0
2003-06-10,27.38698959350586,27.38698959350586,27.38698959350586,27.38698959350586,0
2003-06-11,27.38698959350586,27.38698959350586,27.38698959350586,27.38698959350586,0
2003-06-12,27.38698959350586,27.38698959350586,27.38698959350586,27.38698959350586,0
2003-06-13,27.38698959350586,27.38698959350586,27.38698959350586,27.38698959350586,0
2003-06-16,27.38698959350586,27.38698959350586,27.38698959350586,27.38698959350586,0
2003-06-17,27.38698959350586,27.38698959350586,27.38698959350586,27.38698959350586,0
2003-06-18,27.38698959350586,27.38698959350586,27.38698959350586,27.38698959350586,0
2003-06-19,27.38698959350586,27.38698959350586,27.38698959350586,27.38698959350586,0
2003-06-20,27.38698959350586,27.38698959350586,27.38698959350586,27.38698959350586,0
2003-06-23,27.38698959350586,27.38698959350586,27.38698959350586,27.38698959350586,0
2003-06-24,27.38698959350586,27.38698959350586,27.38698959350586,27.38698959350586,0
2003-06-25,27.38698959350586,27.38698959350586,27.38698959350586,27.38698959350586,0
2003-06-26,27.38698959350586,27.38698959350586,27.38698959350586,27.38698959350586,0
2003-06-27,27.38698959350586,27.38698959350586,27.38698959350586,27.38698959350586,0
2003-06-30,27.38698959350586,27.38698959350586,27.38698959350586,27.38698959350586,0
2003-07-01,27.38698959350586,27.38698959350586,27.38698959350586,27.38698959350586,0
2003-07-02,27.38698959350586,27.38698959350586,27.38698959350586,27.38698959350586,0
2003-07-03,27.38698959350586,27.38698959350586,27.38698959350586,27.38698959350586,0
2003-07-04,27.38698959350586,27.38698959350586,27.38698959350586,27.38698959350586,0
2003-07-07,27.38698959350586,27.38698959350586,27.38698959350586,27.38698959350586,0
2003-07-08,27.38698959350586,27.38698959350586,27.38698959350586,27.38698959350586,0
2003-07-09,27.38698959350586,27.38698959350586,27.38698959350586,27.38698959350586,0
2003-07-10,27.38698959350586,27.38698959350586,27.38698959350586,27.38698959350586,0
2003-07-11,27.38698959350586,27.38698959350586,27.38698959350586,27.38698959350586,0
2003-07-14,27.38698959350586,27.38698959350586,27.38698959350586,27.38698959350586,0
2003-07-15,27.38698959350586,27.38698959350586,27.38698959350586,27.38698959350586,0
2003-07-16,27.38698959350586,27.38698959350586,27.38698959350586,27.38698959350586,0
2003-07-17,27.38698959350586,27.38698959350586,27.38698959350586,27.38698959350586,0
2003-07-18,27.38698959350586,27.38698959350586,27.38698959350586,27.38698959350586,0
2003-07-21,27.38698959350586,27.38698959350586,27.38698959350586,27.38698959350586,0
2003-07-22,27.38698959350586,27.38698959350586,27.38698959350586,27.38698959350586,0
2003-07-23,27.38698959350586,27.38698959350586,27.38698959350586,27.38698959350586,0
2003-07-24,27.38698959350586,27.38698959350586,27.38698959350586,27.38698959350586,0
2003-07-25,27.38698959350586,27.38698959350586,27.38698959350586,27.38698959350586,0
2003-07-28,27.38698959350586,27.38698959350586,27.38698959350586,27.38698959350586,0
2003-07-29,27.38698959350586,27.38698959350586,27.38698959350586,27.38698959350586,0
2003-07-30,27.38698959350586,27.38698959350586,27.38698959350586,27.38698959350586,0
2003-07-31,27.38698959350586,27.38698959350586,27.38698959350586,27.38698959350586,0
2003-08-01,27.38698959350586,27.38698959350586,27.38698959350586,27.38698959350586,0
2003-08-04,27.38698959350586,27.38698959350586,27.38698959350586,27.38698959350586,0
2003-08-05,27.38698959350586,27.38698959350586,27.38698959350586,27.38698959350586,0
2003-08-06,27.38698959350586,27.38698959350586,27.38698959350586,27.38698959350586,0
2003-08-07,27.38698959350586,27.38698959350586,27.38698959350586,27.38698959350586,0
2003-08-08,27.38698959350586,27.38698959350586,27.38698959350586,27.38698959350586,0
2003-08-11,27.38698959350586,27.38698959350586,27.38698959350586,27.38698959350586,0
2003-08-12,27.38698959350586,27.38698959350586,27.38698959350586,27.38698959350586,0
2003-08-13,27.38698959350586,27.38698959350586,27.38698959350586,27.38698959350586,0
2003-08-14,27.38698959350586,27.38698959350586,27.38698959350586,27.38698959350586,0
2003-08-15,27.38698959350586,27.38698959350586,27.38698959350586,27.38698959350586,0
2003-08-18,27.38698959350586,27.38698959350586,27.38698959350586,27.38698959350586,0
2003-08-19,27.38698959350586,27.38698959350586,27.38698959350586,27.38698959350586,0
2003-08-20,27.38698959350586,27.38698959350586,27.38698959350586,27.38698959350586,0
2003-08-21,27.38698959350586,27.38698959350586,27.38698959350586,27.38698959350586,0
2003-08-22,27.38698959350586,27.38698959350586,27.38698959350586,27.38698959350586,0
2003-08-25,27.38698959350586,27.38698959350586,27.38698959350586,27.38698959350586,0
2003-08-26,27.38698959350586,27.38698959350586,27.38698959350586,27.38698959350586,0
2003-08-27,27.38698959350586,27.38698959350586,27.38698959350586,27.38698959350586,0
2003-08-28,27.38698959350586,27.38698959350586,27.38698959350586,27.38698959350586,0
2003-08-29,27.38698959350586,27.38698959350586,27.38698959350586,27.38698959350586,0
2003-09-01,27.38698959350586,27.38698959350586,27.38698959350586,27.38698959350586,0
2003-09-02,27.38698959350586,27.38698959350586,27.38698959350586,27.38698959350586,0
2003-09-03,27.38698959350586,27.38698959350586,27.38698959350586,27.38698959350586,0
2003-09-04,27.38698959350586,27.38698959350586,27.38698959350586,27.38698959350586,0
2003-09-05,27.38698959350586,27.38698959350586,27.38698959350586,27.38698959350586,0
2003-09-08,27.38698959350586,27.38698959350586,27.38698959350586,27.38698959350586,0
2003-09-09,27.38698959350586,27.38698959350586,27.38698959350586,27.38698959350586,0
2003-09-10,27.38698959350586,27.38698959350586,27.38698959350586,27.38698959350586,0
2003-09-11,27.38698959350586,27.38698959350586,27.38698959350586,27.38698959350586,0
2003-09-12,27.38698959350586,27.38698959350586,27.38698959350586,27.38698959350586,0
2003-09-15,27.38698959350586,27.38698959350586,27.38698959350586,27.38698959350586,0
2003-09-16,27.38698959350586,27.38698959350586,27.38698959350586,27.38698959350586,0
2003-09-17,27.38698959350586,27.38698959350586,27.38698959350586,27.38698959350586,0
2003-09-18,27.38698959350586,27.38698959350586,27.38698959350586,27.38698959350586,0
2003-09-19,27.38698959350586,27.38698959350586,27.38698959350586,27.38698959350586,0
2003-09-22,27.38698959350586,27.38698959350586,27.38698959350586,27.38698959350586,0
2003-09-23,27.38698959350586,27.38698959350586,27.38698959350586,27.38698959350586,0
2003-09-24,27.38698959350586,27.38698959350586,27.38698959350586,27.38698959350586,0
2003-09-25,27.38698959350586,27.38698959350586,27.38698959350586,27.38698959350586,0
2003-09-26,27.38698959350586,27.38698959350586,27.38698959350586,27.38698959350586,0
2003-09-29,27.38698959350586,27.38698959350586,27.38698959350586,27.38698959350586,0
2003-09-30,27.38698959350586,27.38698959350586,27.38698959350586,27.38698959350586,0
2003-10-01,27.38698959350586,27.38698959350586,27.38698959350586,27.38698959350586,0
2003-10-02,27.38698959350586,27.38698959350586,27.38698959350586,27.38698959350586,0
2003-10-03,27.38698959350586,27.38698959350586,27.38698959350586,27.38698959350586,0
2003-10-06,27.38698959350586,27.38698959350586,27.38698959350586,27.38698959350586,0
2003-10-07,27.38698959350586,27.38698959350586,27.38698959350586,27.38698959350586,0
2003-10-08,27.38698959350586,27.38698959350586,27.38698959350586,27.38698959350586,0
2003-10-09,27.38698959350586,27.38698959350586,27.38698959350586,27.38698959350586,0
2003-10-10,27.38698959350586,27.38698959350586,27.38698959350586,27.38698959350586,0
2003-10-13,27.38698959350586,27.38698959350586,27.38698959350586,27.38698959350586,0
2003-10-14,27.38698959350586,27.38698959350586,27.38698959350586,27.38698959350586,0
2003-10-15,27.38698959350586,27.38698959350586,27.38698959350586,27.38698959350586,0
2003-10-16,27.38698959350586,27.38698959350586,27.38698959350586,27.38698959350586,0
2003-10-17,27.38698959350586,27.38698959350586,27.38698959350586,27.38698959350586,0
2003-10-20,27.38698959350586,27.38698959350586,27.38698959350586,27.38698959350586,0
2003-10-21,27.38698959350586,27.38698959350586,27.38698959350586,27.38698959350586,0
2003-10-22,27.38698959350586,27.38698959350586,27.38698959350586,27.38698959350586,0
2003-10-23,27.38698959350586,27.38698959350586,27.38698959350586,27.38698959350586,0
2003-10-24,27.38698959350586,27.38698959350586,27.38698959350586,27.38698959350586,0
2003-10-27,27.38698959350586,27.38698959350586,27.38698959350586,27.38698959350586,0
2003-10-28,27.38698959350586,27.38698959350586,27.38698959350586,27.38698959350586,0
2003-10-29,27.38698959350586,27.38698959350586,27.38698959350586,27.38698959350586,0
2003-10-30,27.38698959350586,27.38698959350586,27.38698959350586,27.38698959350586,0
2003-10-31,27.38698959350586,27.38698959350586,27.38698959350586,27.38698959350586,0
2003-11-03,27.38698959350586,27.38698959350586,27.38698959350586,27.38698959350586,0
2003-11-04,27.38698959350586,27.38698959350586,27.38698959350586,27.38698959350586,0
2003-11-05,27.38698959350586,27.38698959350586,27.38698959350586,27.38698959350586,0
2003-11-06,27.38698959350586,27.38698959350586,27.38698959350586,27.38698959350586,0
2003-11-07,27.38698959350586,27.38698959350586,27.38698959350586,27.38698959350586,0
2003-11-10,27.38698959350586,27.38698959350586,27.38698959350586,27.38698959350586,0
2003-11-11,27.38698959350586,27.38698959350586,27.38698959350586,27.38698959350586,0
2003-11-12,27.38698959350586,27.38698959350586,27.38698959350586,27.38698959350586,0
2003-11-13,27.38698959350586,27.38698959350586,27.38698959350586,27.38698959350586,0
2003-11-14,27.38698959350586,27.38698959350586,27.38698959350586,27.38698959350586,0
2003-11-17,27.38698959350586,27.38698959350586,27.38698959350586,27.38698959350586,0
2003-11-18,27.38698959350586,27.38698959350586,27.38698959350586,27.38698959350586,0
2003-11-19,27.38698959350586,27.38698959350586,27.38698959350586,27.38698959350586,0
2003-11-20,27.38698959350586,27.38698959350586,27.38698959350586,27.38698959350586,0
